MaBL,MaNV,MaLCB,MaPC,MaKT,MaGL,Thang,TongLuong,NgayTinhLuong,TrangThai,SoNgayLam
BL556,NV056,LCB002,PC001,KT002,GL002,2026-06,12696000,2026-06-30,Đã Tính,26
BL557,NV057,LCB002,PC001,KT002,GL002,2026-06,12696000,2026-06-30,Đã Tính,26
BL558,NV058,LCB002,PC001,KT002,GL002,2026-06,12696000,2026-06-30,Đã Tính,26
BL559,NV059,LCB002,PC001,KT002,GL002,2026-06,12696000,2026-06-30,Đã Tính,26
BL560,NV060,LCB002,PC001,KT002,GL002,2026-06,12696000,2026-06-30,Đã Tính,26
BL561,NV061,LCB003,PC001,KT003,GL002,2026-06,16917375,2026-06-30,Đã Tính,26
BL562,NV062,LCB003,PC001,KT003,GL002,2026-06,16917375,2026-06-30,Đã Tính,26
BL563,NV063,LCB003,PC001,KT003,GL002,2026-06,16917375,2026-06-30,Đã Tính,26
BL564,NV064,LCB003,PC001,KT003,GL002,2026-06,16917375,2026-06-30,Đã Tính,26
BL565,NV065,LCB003,PC001,KT003,GL002,2026-06,16917375,2026-06-30,Đã Tính,26
BL566,NV066,LCB003,PC001,KT003,GL002,2026-06,16917375,2026-06-30,Đã Tính,26
BL567,NV067,LCB003,PC001,KT003,GL002,2026-06,16917375,2026-06-30,Đã Tính,26
BL568,NV068,LCB003,PC001,KT003,GL002,2026-06,16917375,2026-06-30,Đã Tính,26
BL569,NV069,LCB003,PC001,KT003,GL002,2026-06,16917375,2026-06-30,Đã Tính,26
BL570,NV070,LCB003,PC001,KT003,GL002,2026-06,16917375,2026-06-30,Đã Tính,26
BL571,NV071,LCB003,PC001,KT003,GL002,2026-06,16917375,2026-06-30,Đã Tính,26
BL572,NV072,LCB003,PC001,KT003,GL002,2026-06,16917375,2026-06-30,Đã Tính,26
BL573,NV073,LCB003,PC001,KT003,GL002,2026-06,16917375,2026-06-30,Đã Tính,26
BL574,NV074,LCB003,PC001,KT003,GL002,2026-06,16917375,2026-06-30,Đã Tính,26
BL575,NV075,LCB003,PC001,KT003,GL002,2026-06,16917375,2026-06-30,Đã Tính,26
BL576,NV076,LCB003,PC001,KT003,GL002,2026-06,16917375,2026-06-30,Đã Tính,26
BL577,NV077,LCB003,PC001,KT003,GL002,2026-06,16917375,2026-06-30,Đã Tính,26
BL578,NV078,LCB003,PC001,KT003,GL002,2026-06,16917375,2026-06-30,Đã Tính,26
BL579,NV079,LCB003,PC001,KT003,GL002,2026-06,16917375,2026-06-30,Đã Tính,26
BL580,NV080,LCB003,PC001,KT003,GL002,2026-06,16917375,2026-06-30,Đã Tính,26
BL581,NV081,LCB001,PC001,KT004,GL002,2026-06,11434500,2026-06-30,Đã Tính,26
BL582,NV082,LCB001,PC001,KT004,GL002,2026-06,11434500,2026-06-30,Đã Tính,26
BL583,NV083,LCB001,PC001,KT004,GL002,2026-06,11434500,2026-06-30,Đã Tính,26
BL584,NV084,LCB001,PC001,KT004,GL002,2026-06,11434500,2026-06-30,Đã Tính,26
BL585,NV085,LCB001,PC001,KT004,GL002,2026-06,11434500,2026-06-30,Đã Tính,26
BL586,NV086,LCB001,PC001,KT004,GL002,2026-06,11434500,2026-06-30,Đã Tính,26
BL587,NV087,LCB001,PC001,KT004,GL002,2026-06,11434500,2026-06-30,Đã Tính,26
BL588,NV088,LCB001,PC001,KT004,GL002,2026-06,11434500,2026-06-30,Đã Tính,26
BL589,NV089,LCB001,PC001,KT004,GL002,2026-06,11434500,2026-06-30,Đã Tính,26
BL590,NV090,LCB001,PC001,KT004,GL002,2026-06,11434500,2026-06-30,Đã Tính,26
BL591,NV091,LCB001,PC001,KT004,GL002,2026-06,11434500,2026-06-30,Đã Tính,26
BL592,NV092,LCB001,PC001,KT004,GL002,2026-06,11434500,2026-06-30,Đã Tính,26
BL593,NV093,LCB001,PC001,KT004,GL002,2026-06,11434500,2026-06-30,Đã Tính,26
BL594,NV094,LCB001,PC001,KT004,GL002,2026-06,11434500,2026-06-30,Đã Tính,26
BL595,NV095,LCB001,PC001,KT004,GL002,2026-06,11434500,2026-06-30,Đã Tính,26
BL596,NV096,LCB001,PC001,KT004,GL002,2026-06,11434500,2026-06-30,Đã Tính,26
BL597,NV097,LCB001,PC001,KT004,GL002,2026-06,11434500,2026-06-30,Đã Tính,26
BL598,NV098,LCB001,PC001,KT004,GL002,2026-06,11434500,2026-06-30,Đã Tính,26
BL599,NV099,LCB001,PC001,KT004,GL002,2026-06,11434500,2026-06-30,Đã Tính,26
BL600,NV100,LCB001,PC001,KT004,GL002,2026-06,11434500,2026-06-30,Đã Tính,26
BL601,NV001,LCB001,PC001,KT001,GL002,2026-07,10395000,2026-07-31,Đã Tính,26
BL602,NV002,LCB001,PC001,KT001,GL002,2026-07,10395000,2026-07-31,Đã Tính,26
BL603,NV003,LCB001,PC001,KT001,GL002,2026-07,10395000,2026-07-31,Đã Tính,26
BL604,NV004,LCB001,PC001,KT001,GL002,2026-07,10395000,2026-07-31,Đã Tính,26
BL605,NV005,LCB001,PC001,KT001,GL002,2026-07,10395000,2026-07-31,Đã Tính,26
BL606,NV006,LCB002,PC001,KT002,GL002,2026-07,12696000,2026-07-31,Đã Tính,26
BL607,NV007,LCB002,PC001,KT002,GL002,2026-07,12696000,2026-07-31,Đã Tính,26
BL608,NV008,LCB002,PC001,KT002,GL002,2026-07,12696000,2026-07-31,Đã Tính,26
BL609,NV009,LCB002,PC001,KT002,GL002,2026-07,12696000,2026-07-31,Đã Tính,26
BL610,NV010,LCB002,PC001,KT002,GL002,2026-07,12696000,2026-07-31,Đã Tính,26
BL611,NV011,LCB003,PC001,KT003,GL002,2026-07,16917375,2026-07-31,Đã Tính,26
BL612,NV012,LCB003,PC001,KT003,GL002,2026-07,16917375,2026-07-31,Đã Tính,26
BL613,NV013,LCB003,PC001,KT003,GL002,2026-07,16917375,2026-07-31,Đã Tính,26
BL614,NV014,LCB003,PC001,KT003,GL002,2026-07,16917375,2026-07-31,Đã Tính,26
BL615,NV015,LCB003,PC001,KT003,GL002,2026-07,16917375,2026-07-31,Đã Tính,26
BL616,NV016,LCB001,PC001,KT004,GL002,2026-07,11434500,2026-07-31,Đã Tính,26
BL617,NV017,LCB001,PC001,KT004,GL002,2026-07,11434500,2026-07-31,Đã Tính,26
BL618,NV018,LCB001,PC001,KT004,GL002,2026-07,11434500,2026-07-31,Đã Tính,26
BL619,NV019,LCB001,PC001,KT004,GL002,2026-07,11434500,2026-07-31,Đã Tính,26
BL620,NV020,LCB001,PC001,KT004,GL002,2026-07,11434500,2026-07-31,Đã Tính,26
BL621,NV021,LCB001,PC001,KT001,GL002,2026-07,10395000,2026-07-31,Đã Tính,26
BL622,NV022,LCB001,PC001,KT001,GL002,2026-07,10395000,2026-07-31,Đã Tính,26
BL623,NV023,LCB001,PC001,KT001,GL002,2026-07,10395000,2026-07-31,Đã Tính,26
BL624,NV024,LCB001,PC001,KT001,GL002,2026-07,10395000,2026-07-31,Đã Tính,26
BL625,NV025,LCB001,PC001,KT001,GL002,2026-07,10395000,2026-07-31,Đã Tính,26
BL626,NV026,LCB001,PC001,KT001,GL002,2026-07,10395000,2026-07-31,Đã Tính,26
BL627,NV027,LCB001,PC001,KT001,GL002,2026-07,10395000,2026-07-31,Đã Tính,26
BL628,NV028,LCB001,PC001,KT001,GL002,2026-07,10395000,2026-07-31,Đã Tính,26
BL629,NV029,LCB001,PC001,KT001,GL002,2026-07,10395000,2026-07-31,Đã Tính,26
BL630,NV030,LCB001,PC001,KT001,GL002,2026-07,10395000,2026-07-31,Đã Tính,26
BL631,NV031,LCB001,PC001,KT001,GL002,2026-07,10395000,2026-07-31,Đã Tính,26
BL632,NV032,LCB001,PC001,KT001,GL002,2026-07,10395000,2026-07-31,Đã Tính,26
BL633,NV033,LCB001,PC001,KT001,GL002,2026-07,10395000,2026-07-31,Đã Tính,26
BL634,NV034,LCB001,PC001,KT001,GL002,2026-07,10395000,2026-07-31,Đã Tính,26
BL635,NV035,LCB001,PC001,KT001,GL002,2026-07,10395000,2026-07-31,Đã Tính,26
BL636,NV036,LCB001,PC001,KT001,GL002,2026-07,10395000,2026-07-31,Đã Tính,26
BL637,NV037,LCB001,PC001,KT001,GL002,2026-07,10395000,2026-07-31,Đã Tính,26
BL638,NV038,LCB001,PC001,KT001,GL002,2026-07,10395000,2026-07-31,Đã Tính,26
BL639,NV039,LCB001,PC001,KT001,GL002,2026-07,10395000,2026-07-31,Đã Tính,26
BL640,NV040,LCB001,PC001,KT001,GL002,2026-07,10395000,2026-07-31,Đã Tính,26
BL641,NV041,LCB002,PC001,KT002,GL002,2026-07,12696000,2026-07-31,Đã Tính,26
BL642,NV042,LCB002,PC001,KT002,GL002,2026-07,12696000,2026-07-31,Đã Tính,26
BL643,NV043,LCB002,PC001,KT002,GL002,2026-07,12696000,2026-07-31,Đã Tính,26
BL644,NV044,LCB002,PC001,KT002,GL002,2026-07,12696000,2026-07-31,Đã Tính,26
BL645,NV045,LCB002,PC001,KT002,GL002,2026-07,12696000,2026-07-31,Đã Tính,26
BL646,NV046,LCB002,PC001,KT002,GL002,2026-07,12696000,2026-07-31,Đã Tính,26
BL647,NV047,LCB002,PC001,KT002,GL002,2026-07,12696000,2026-07-31,Đã Tính,26
BL648,NV048,LCB002,PC001,KT002,GL002,2026-07,12696000,2026-07-31,Đã Tính,26
BL649,NV049,LCB002,PC001,KT002,GL002,2026-07,12696000,2026-07-31,Đã Tính,26
BL650,NV050,LCB002,PC001,KT002,GL002,2026-07,12696000,2026-07-31,Đã Tính,26
BL651,NV051,LCB002,PC001,KT002,GL002,2026-07,12696000,2026-07-31,Đã Tính,26
BL652,NV052,LCB002,PC001,KT002,GL002,2026-07,12696000,2026-07-31,Đã Tính,26
BL653,NV053,LCB002,PC001,KT002,GL002,2026-07,12696000,2026-07-31,Đã Tính,26
BL654,NV054,LCB002,PC001,KT002,GL002,2026-07,12696000,2026-07-31,Đã Tính,26
BL655,NV055,LCB002,PC001,KT002,GL002,2026-07,12696000,2026-07-31,Đã Tính,26
BL656,NV056,LCB002,PC001,KT002,GL002,2026-07,12696000,2026-07-31,Đã Tính,26
BL657,NV057,LCB002,PC001,KT002,GL002,2026-07,12696000,2026-07-31,Đã Tính,26
BL658,NV058,LCB002,PC001,KT002,GL002,2026-07,12696000,2026-07-31,Đã Tính,26
BL659,NV059,LCB002,PC001,KT002,GL002,2026-07,12696000,2026-07-31,Đã Tính,26
BL660,NV060,LCB002,PC001,KT002,GL002,2026-07,12696000,2026-07-31,Đã Tính,26
BL661,NV061,LCB003,PC001,KT003,GL002,2026-07,16917375,2026-07-31,Đã Tính,26
BL662,NV062,LCB003,PC001,KT003,GL002,2026-07,16917375,2026-07-31,Đã Tính,26
BL663,NV063,LCB003,PC001,KT003,GL002,2026-07,16917375,2026-07-31,Đã Tính,26
BL664,NV064,LCB003,PC001,KT003,GL002,2026-07,16917375,2026-07-31,Đã Tính,26
BL665,NV065,LCB003,PC001,KT003,GL002,2026-07,16917375,2026-07-31,Đã Tính,26
BL666,NV066,LCB003,PC001,KT003,GL002,2026-07,16917375,2026-07-31,Đã Tính,26
BL667,NV067,LCB003,PC001,KT003,GL002,2026-07,16917375,2026-07-31,Đã Tính,26
BL668,NV068,LCB003,PC001,KT003,GL002,2026-07,16917375,2026-07-31,Đã Tính,26
BL669,NV069,LCB003,PC001,KT003,GL002,2026-07,16917375,2026-07-31,Đã Tính,26
BL670,NV070,LCB003,PC001,KT003,GL002,2026-07,16917375,2026-07-31,Đã Tính,26
BL671,NV071,LCB003,PC001,KT003,GL002,2026-07,16917375,2026-07-31,Đã Tính,26
BL672,NV072,LCB003,PC001,KT003,GL002,2026-07,16917375,2026-07-31,Đã Tính,26
BL673,NV073,LCB003,PC001,KT003,GL002,2026-07,16917375,2026-07-31,Đã Tính,26
BL674,NV074,LCB003,PC001,KT003,GL002,2026-07,16917375,2026-07-31,Đã Tính,26
BL675,NV075,LCB003,PC001,KT003,GL002,2026-07,16917375,2026-07-31,Đã Tính,26
BL676,NV076,LCB003,PC001,KT003,GL002,2026-07,16917375,2026-07-31,Đã Tính,26
BL677,NV077,LCB003,PC001,KT003,GL002,2026-07,16917375,2026-07-31,Đã Tính,26
BL678,NV078,LCB003,PC001,KT003,GL002,2026-07,16917375,2026-07-31,Đã Tính,26
BL679,NV079,LCB003,PC001,KT003,GL002,2026-07,16917375,2026-07-31,Đã Tính,26
BL680,NV080,LCB003,PC001,KT003,GL002,2026-07,16917375,2026-07-31,Đã Tính,26
BL681,NV081,LCB001,PC001,KT004,GL002,2026-07,11434500,2026-07-31,Đã Tính,26
BL682,NV082,LCB001,PC001,KT004,GL002,2026-07,11434500,2026-07-31,Đã Tính,26
BL683,NV083,LCB001,PC001,KT004,GL002,2026-07,11434500,2026-07-31,Đã Tính,26
BL684,NV084,LCB001,PC001,KT004,GL002,2026-07,11434500,2026-07-31,Đã Tính,26
BL685,NV085,LCB001,PC001,KT004,GL002,2026-07,11434500,2026-07-31,Đã Tính,26
BL686,NV086,LCB001,PC001,KT004,GL002,2026-07,11434500,2026-07-31,Đã Tính,26
BL687,NV087,LCB001,PC001,KT004,GL002,2026-07,11434500,2026-07-31,Đã Tính,26
BL688,NV088,LCB001,PC001,KT004,GL002,2026-07,11434500,2026-07-31,Đã Tính,26
BL689,NV089,LCB001,PC001,KT004,GL002,2026-07,11434500,2026-07-31,Đã Tính,26
BL690,NV090,LCB001,PC001,KT004,GL002,2026-07,11434500,2026-07-31,Đã Tính,26
BL691,NV091,LCB001,PC001,KT004,GL002,2026-07,11434500,2026-07-31,Đã Tính,26
BL692,NV092,LCB001,PC001,KT004,GL002,2026-07,11434500,2026-07-31,Đã Tính,26
BL693,NV093,LCB001,PC001,KT004,GL002,2026-07,11434500,2026-07-31,Đã Tính,26
BL694,NV094,LCB001,PC001,KT004,GL002,2026-07,11434500,2026-07-31,Đã Tính,26
BL695,NV095,LCB001,PC001,KT004,GL002,2026-07,11434500,2026-07-31,Đã Tính,26
BL696,NV096,LCB001,PC001,KT004,GL002,2026-07,11434500,2026-07-31,Đã Tính,26
BL697,NV097,LCB001,PC001,KT004,GL002,2026-07,11434500,2026-07-31,Đã Tính,26
BL698,NV098,LCB001,PC001,KT004,GL002,2026-07,11434500,2026-07-31,Đã Tính,26
BL699,NV099,LCB001,PC001,KT004,GL002,2026-07,11434500,2026-07-31,Đã Tính,26
BL700,NV100,LCB001,PC001,KT004,GL002,2026-07,11434500,2026-07-31,Đã Tính,26
BL701,NV001,LCB001,PC001,KT001,GL002,2026-08,10395000,2026-08-31,Đã Tính,26
BL702,NV002,LCB001,PC001,KT001,GL002,2026-08,10395000,2026-08-31,Đã Tính,26
BL703,NV003,LCB001,PC001,KT001,GL002,2026-08,10395000,2026-08-31,Đã Tính,26
BL704,NV004,LCB001,PC001,KT001,GL002,2026-08,10395000,2026-08-31,Đã Tính,26
BL705,NV005,LCB001,PC001,KT001,GL002,2026-08,10395000,2026-08-31,Đã Tính,26
BL706,NV006,LCB002,PC001,KT002,GL002,2026-08,12696000,2026-08-31,Đã Tính,26
BL707,NV007,LCB002,PC001,KT002,GL002,2026-08,12696000,2026-08-31,Đã Tính,26
BL708,NV008,LCB002,PC001,KT002,GL002,2026-08,12696000,2026-08-31,Đã Tính,26
BL709,NV009,LCB002,PC001,KT002,GL002,2026-08,12696000,2026-08-31,Đã Tính,26
BL710,NV010,LCB002,PC001,KT002,GL002,2026-08,12696000,2026-08-31,Đã Tính,26
BL711,NV011,LCB003,PC001,KT003,GL002,2026-08,16917375,2026-08-31,Đã Tính,26
BL712,NV012,LCB003,PC001,KT003,GL002,2026-08,16917375,2026-08-31,Đã Tính,26
BL713,NV013,LCB003,PC001,KT003,GL002,2026-08,16917375,2026-08-31,Đã Tính,26
BL714,NV014,LCB003,PC001,KT003,GL002,2026-08,16917375,2026-08-31,Đã Tính,26
BL715,NV015,LCB003,PC001,KT003,GL002,2026-08,16917375,2026-08-31,Đã Tính,26
BL716,NV016,LCB001,PC001,KT004,GL002,2026-08,11434500,2026-08-31,Đã Tính,26
BL717,NV017,LCB001,PC001,KT004,GL002,2026-08,11434500,2026-08-31,Đã Tính,26
BL718,NV018,LCB001,PC001,KT004,GL002,2026-08,11434500,2026-08-31,Đã Tính,26
BL719,NV019,LCB001,PC001,KT004,GL002,2026-08,11434500,2026-08-31,Đã Tính,26
BL720,NV020,LCB001,PC001,KT004,GL002,2026-08,11434500,2026-08-31,Đã Tính,26
BL721,NV021,LCB001,PC001,KT001,GL002,2026-08,10395000,2026-08-31,Đã Tính,26
BL722,NV022,LCB001,PC001,KT001,GL002,2026-08,10395000,2026-08-31,Đã Tính,26
BL723,NV023,LCB001,PC001,KT001,GL002,2026-08,10395000,2026-08-31,Đã Tính,26
BL724,NV024,LCB001,PC001,KT001,GL002,2026-08,10395000,2026-08-31,Đã Tính,26
BL725,NV025,LCB001,PC001,KT001,GL002,2026-08,10395000,2026-08-31,Đã Tính,26
BL726,NV026,LCB001,PC001,KT001,GL002,2026-08,10395000,2026-08-31,Đã Tính,26
BL727,NV027,LCB001,PC001,KT001,GL002,2026-08,10395000,2026-08-31,Đã Tính,26
BL728,NV028,LCB001,PC001,KT001,GL002,2026-08,10395000,2026-08-31,Đã Tính,26
BL729,NV029,LCB001,PC001,KT001,GL002,2026-08,10395000,2026-08-31,Đã Tính,26
BL730,NV030,LCB001,PC001,KT001,GL002,2026-08,10395000,2026-08-31,Đã Tính,26
BL731,NV031,LCB001,PC001,KT001,GL002,2026-08,10395000,2026-08-31,Đã Tính,26
BL732,NV032,LCB001,PC001,KT001,GL002,2026-08,10395000,2026-08-31,Đã Tính,26
BL733,NV033,LCB001,PC001,KT001,GL002,2026-08,10395000,2026-08-31,Đã Tính,26
BL734,NV034,LCB001,PC001,KT001,GL002,2026-08,10395000,2026-08-31,Đã Tính,26
BL735,NV035,LCB001,PC001,KT001,GL002,2026-08,10395000,2026-08-31,Đã Tính,26
BL736,NV036,LCB001,PC001,KT001,GL002,2026-08,10395000,2026-08-31,Đã Tính,26
BL737,NV037,LCB001,PC001,KT001,GL002,2026-08,10395000,2026-08-31,Đã Tính,26
BL738,NV038,LCB001,PC001,KT001,GL002,2026-08,10395000,2026-08-31,Đã Tính,26
BL739,NV039,LCB001,PC001,KT001,GL002,2026-08,10395000,2026-08-31,Đã Tính,26
BL740,NV040,LCB001,PC001,KT001,GL002,2026-08,10395000,2026-08-31,Đã Tính,26
BL741,NV041,LCB002,PC001,KT002,GL002,2026-08,12696000,2026-08-31,Đã Tính,26
BL742,NV042,LCB002,PC001,KT002,GL002,2026-08,12696000,2026-08-31,Đã Tính,26
BL743,NV043,LCB002,PC001,KT002,GL002,2026-08,12696000,2026-08-31,Đã Tính,26
BL744,NV044,LCB002,PC001,KT002,GL002,2026-08,12696000,2026-08-31,Đã Tính,26
BL745,NV045,LCB002,PC001,KT002,GL002,2026-08,12696000,2026-08-31,Đã Tính,26
BL746,NV046,LCB002,PC001,KT002,GL002,2026-08,12696000,2026-08-31,Đã Tính,26
BL747,NV047,LCB002,PC001,KT002,GL002,2026-08,12696000,2026-08-31,Đã Tính,26
BL748,NV048,LCB002,PC001,KT002,GL002,2026-08,12696000,2026-08-31,Đã Tính,26
BL749,NV049,LCB002,PC001,KT002,GL002,2026-08,12696000,2026-08-31,Đã Tính,26
BL750,NV050,LCB002,PC001,KT002,GL002,2026-08,12696000,2026-08-31,Đã Tính,26
BL751,NV051,LCB002,PC001,KT002,GL002,2026-08,12696000,2026-08-31,Đã Tính,26
BL752,NV052,LCB002,PC001,KT002,GL002,2026-08,12696000,2026-08-31,Đã Tính,26
BL753,NV053,LCB002,PC001,KT002,GL002,2026-08,12696000,2026-08-31,Đã Tính,26
BL754,NV054,LCB002,PC001,KT002,GL002,2026-08,12696000,2026-08-31,Đã Tính,26
BL755,NV055,LCB002,PC001,KT002,GL002,2026-08,12696000,2026-08-31,Đã Tính,26
BL756,NV056,LCB002,PC001,KT002,GL002,2026-08,12696000,2026-08-31,Đã Tính,26
BL757,NV057,LCB002,PC001,KT002,GL002,2026-08,12696000,2026-08-31,Đã Tính,26
BL758,NV058,LCB002,PC001,KT002,GL002,2026-08,12696000,2026-08-31,Đã Tính,26
BL759,NV059,LCB002,PC001,KT002,GL002,2026-08,12696000,2026-08-31,Đã Tính,26
BL760,NV060,LCB002,PC001,KT002,GL002,2026-08,12696000,2026-08-31,Đã Tính,26
BL761,NV061,LCB003,PC001,KT003,GL002,2026-08,16917375,2026-08-31,Đã Tính,26
BL762,NV062,LCB003,PC001,KT003,GL002,2026-08,16917375,2026-08-31,Đã Tính,26
BL763,NV063,LCB003,PC001,KT003,GL002,2026-08,16917375,2026-08-31,Đã Tính,26
BL764,NV064,LCB003,PC001,KT003,GL002,2026-08,16917375,2026-08-31,Đã Tính,26
BL765,NV065,LCB003,PC001,KT003,GL002,2026-08,16917375,2026-08-31,Đã Tính,26
BL766,NV066,LCB003,PC001,KT003,GL002,2026-08,16917375,2026-08-31,Đã Tính,26
BL767,NV067,LCB003,PC001,KT003,GL002,2026-08,16917375,2026-08-31,Đã Tính,26
BL768,NV068,LCB003,PC001,KT003,GL002,2026-08,16917375,2026-08-31,Đã Tính,26
BL769,NV069,LCB003,PC001,KT003,GL002,2026-08,16917375,2026-08-31,Đã Tính,26
BL770,NV070,LCB003,PC001,KT003,GL002,2026-08,16917375,2026-08-31,Đã Tính,26
BL771,NV071,LCB003,PC001,KT003,GL002,2026-08,16917375,2026-08-31,Đã Tính,26
BL772,NV072,LCB003,PC001,KT003,GL002,2026-08,16917375,2026-08-31,Đã Tính,26
BL773,NV073,LCB003,PC001,KT003,GL002,2026-08,16917375,2026-08-31,Đã Tính,26
BL774,NV074,LCB003,PC001,KT003,GL002,2026-08,16917375,2026-08-31,Đã Tính,26
BL775,NV075,LCB003,PC001,KT003,GL002,2026-08,16917375,2026-08-31,Đã Tính,26
BL776,NV076,LCB003,PC001,KT003,GL002,2026-08,16917375,2026-08-31,Đã Tính,26
BL777,NV077,LCB003,PC001,KT003,GL002,2026-08,16917375,2026-08-31,Đã Tính,26
BL778,NV078,LCB003,PC001,KT003,GL002,2026-08,16917375,2026-08-31,Đã Tính,26
BL779,NV079,LCB003,PC001,KT003,GL002,2026-08,16917375,2026-08-31,Đã Tính,26
BL780,NV080,LCB003,PC001,KT003,GL002,2026-08,16917375,2026-08-31,Đã Tính,26
BL781,NV081,LCB001,PC001,KT004,GL002,2026-08,11434500,2026-08-31,Đã Tính,26
BL782,NV082,LCB001,PC001,KT004,GL002,2026-08,11434500,2026-08-31,Đã Tính,26
BL783,NV083,LCB001,PC001,KT004,GL002,2026-08,11434500,2026-08-31,Đã Tính,26
BL784,NV084,LCB001,PC001,KT004,GL002,2026-08,11434500,2026-08-31,Đã Tính,26
BL785,NV085,LCB001,PC001,KT004,GL002,2026-08,11434500,2026-08-31,Đã Tính,26
BL786,NV086,LCB001,PC001,KT004,GL002,2026-08,11434500,2026-08-31,Đã Tính,26
BL787,NV087,LCB001,PC001,KT004,GL002,2026-08,11434500,2026-08-31,Đã Tính,26
BL788,NV088,LCB001,PC001,KT004,GL002,2026-08,11434500,2026-08-31,Đã Tính,26
BL789,NV089,LCB001,PC001,KT004,GL002,2026-08,11434500,2026-08-31,Đã Tính,26
BL790,NV090,LCB001,PC001,KT004,GL002,2026-08,11434500,2026-08-31,Đã Tính,26
BL791,NV091,LCB001,PC001,KT004,GL002,2026-08,11434500,2026-08-31,Đã Tính,26
BL792,NV092,LCB001,PC001,KT004,GL002,2026-08,11434500,2026-08-31,Đã Tính,26
BL793,NV093,LCB001,PC001,KT004,GL002,2026-08,11434500,2026-08-31,Đã Tính,26
BL794,NV094,LCB001,PC001,KT004,GL002,2026-08,11434500,2026-08-31,Đã Tính,26
BL795,NV095,LCB001,PC001,KT004,GL002,2026-08,11434500,2026-08-31,Đã Tính,26
BL796,NV096,LCB001,PC001,KT004,GL002,2026-08,11434500,2026-08-31,Đã Tính,26
BL797,NV097,LCB001,PC001,KT004,GL002,2026-08,11434500,2026-08-31,Đã Tính,26
BL798,NV098,LCB001,PC001,KT004,GL002,2026-08,11434500,2026-08-31,Đã Tính,26
BL799,NV099,LCB001,PC001,KT004,GL002,2026-08,11434500,2026-08-31,Đã Tính,26
BL800,NV100,LCB001,PC001,KT004,GL002,2026-08,11434500,2026-08-31,Đã Tính,26
BL801,NV001,LCB001,PC001,KT001,GL002,2026-09,10395000,2026-09-30,Đã Tính,26
BL802,NV002,LCB001,PC001,KT001,GL002,2026-09,10395000,2026-09-30,Đã Tính,26
BL803,NV003,LCB001,PC001,KT001,GL002,2026-09,10395000,2026-09-30,Đã Tính,26
BL804,NV004,LCB001,PC001,KT001,GL002,2026-09,10395000,2026-09-30,Đã Tính,26
BL805,NV005,LCB001,PC001,KT001,GL002,2026-09,10395000,2026-09-30,Đã Tính,26
BL806,NV006,LCB002,PC001,KT002,GL002,2026-09,12696000,2026-09-30,Đã Tính,26
BL807,NV007,LCB002,PC001,KT002,GL002,2026-09,12696000,2026-09-30,Đã Tính,26
BL808,NV008,LCB002,PC001,KT002,GL002,2026-09,12696000,2026-09-30,Đã Tính,26
BL809,NV009,LCB002,PC001,KT002,GL002,2026-09,12696000,2026-09-30,Đã Tính,26
BL810,NV010,LCB002,PC001,KT002,GL002,2026-09,12696000,2026-09-30,Đã Tính,26
BL811,NV011,LCB003,PC001,KT003,GL002,2026-09,16917375,2026-09-30,Đã Tính,26
BL812,NV012,LCB003,PC001,KT003,GL002,2026-09,16917375,2026-09-30,Đã Tính,26
BL813,NV013,LCB003,PC001,KT003,GL002,2026-09,16917375,2026-09-30,Đã Tính,26
BL814,NV014,LCB003,PC001,KT003,GL002,2026-09,16917375,2026-09-30,Đã Tính,26
BL815,NV015,LCB003,PC001,KT003,GL002,2026-09,16917375,2026-09-30,Đã Tính,26
BL816,NV016,LCB001,PC001,KT004,GL002,2026-09,11434500,2026-09-30,Đã Tính,26
BL817,NV017,LCB001,PC001,KT004,GL002,2026-09,11434500,2026-09-30,Đã Tính,26
BL818,NV018,LCB001,PC001,KT004,GL002,2026-09,11434500,2026-09-30,Đã Tính,26
BL819,NV019,LCB001,PC001,KT004,GL002,2026-09,11434500,2026-09-30,Đã Tính,26
BL820,NV020,LCB001,PC001,KT004,GL002,2026-09,11434500,2026-09-30,Đã Tính,26
BL821,NV021,LCB001,PC001,KT001,GL002,2026-09,10395000,2026-09-30,Đã Tính,26
BL822,NV022,LCB001,PC001,KT001,GL002,2026-09,10395000,2026-09-30,Đã Tính,26
BL823,NV023,LCB001,PC001,KT001,GL002,2026-09,10395000,2026-09-30,Đã Tính,26
BL824,NV024,LCB001,PC001,KT001,GL002,2026-09,10395000,2026-09-30,Đã Tính,26
BL825,NV025,LCB001,PC001,KT001,GL002,2026-09,10395000,2026-09-30,Đã Tính,26
BL826,NV026,LCB001,PC001,KT001,GL002,2026-09,10395000,2026-09-30,Đã Tính,26
BL827,NV027,LCB001,PC001,KT001,GL002,2026-09,10395000,2026-09-30,Đã Tính,26
BL828,NV028,LCB001,PC001,KT001,GL002,2026-09,10395000,2026-09-30,Đã Tính,26
BL829,NV029,LCB001,PC001,KT001,GL002,2026-09,10395000,2026-09-30,Đã Tính,26
BL830,NV030,LCB001,PC001,KT001,GL002,2026-09,10395000,2026-09-30,Đã Tính,26
BL831,NV031,LCB001,PC001,KT001,GL002,2026-09,10395000,2026-09-30,Đã Tính,26
BL832,NV032,LCB001,PC001,KT001,GL002,2026-09,10395000,2026-09-30,Đã Tính,26
BL833,NV033,LCB001,PC001,KT001,GL002,2026-09,10395000,2026-09-30,Đã Tính,26
